,model,km_driven,seller_type,transmission,owner,engine,max_power,torque,seats,LPG,CNG,Petrol,Diesel
5319,2006 Maruti Swift VXI BSIII W/ ABS,102000,Individual,Manual,Third Owner,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5.0,False,False,True,False
5320,2015 Maruti Alto 800 Base,50000,Individual,Manual,2,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,False,False,True,False
5321,2016 Toyota Innova Crysta 2.4 VX MT BSIV,110000,Individual,Manual,Second Owner,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,False,False,False,True
5322,1991 Maruti Omni LPG STD BSIV,120000,Individual,Manual,Second Owner,,,,,True,False,False,False
5323,2009 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,285000,Individual,Manual,Third Owner,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,False,False,False,True
5324,2015 Honda City i VTEC VX Option,50000,Individual,Manual,First Owner,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,False,False,True,False
5325,2014 Maruti Swift VDI BSIV,70000,Individual,Manual,2,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5326,2012 Maruti SX4 VDI,120000,Individual,Manual,Second Owner,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5327,2011 Hyundai i20 1.4 CRDi Magna,93000,Individual,Manual,Second Owner,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,False,False,False,True
5328,2018 Mahindra Bolero Power Plus SLX,50000,Individual,Manual,First Owner,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,False,False,False,True
5329,2011 Maruti Eeco 7 Seater Standard BSIV,100000,Individual,Manual,Second Owner,1196 CC,73 bhp,101Nm@ 3000rpm,7.0,False,False,True,False
5330,2010 Tata Indigo CS LS DiCOR,70000,Individual,Manual,3,1405 CC,70 bhp,"14.3@ 1,800-3,000(kgm@ rpm)",5.0,False,False,False,True
5331,2008 Maruti Swift VDI BSIV,90000,Individual,Manual,Third Owner,,,,,False,False,False,True
5332,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,5000,Individual,Manual,First Owner,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,False,False,True,False
5333,2012 Hyundai i10 Magna,27000,Individual,Manual,First Owner,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,False,False,True,False
5334,2014 Mahindra XUV500 W6 2WD,122000,Individual,Manual,Second Owner,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
5335,2015 Hyundai Xcent 1.1 CRDi S,74000,Individual,Manual,2,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,False,False,False,True
5336,2019 Maruti Swift Dzire AMT ZXI Plus,6500,Individual,Automatic,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
5337,2007 Mahindra Bolero SLX,80000,Individual,Manual,Second Owner,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,False,False,False,True
5338,2012 Maruti Alto K10 2010-2014 VXI,50000,Individual,Manual,First Owner,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5339,2013 Mahindra Bolero 2011-2019 ZLX,50000,Individual,Manual,First Owner,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,False,False,False,True
5340,2010 Maruti Gypsy King ST BSIII,80000,Individual,Manual,1,1298 CC,80 bhp,103Nm@ 4500rpm,8.0,False,False,True,False
5341,2018 Datsun RediGO T Option,25000,Individual,Manual,First Owner,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,False,False,True,False
5342,2018 Nissan Sunny XL D,35000,Individual,Manual,First Owner,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0,False,False,False,True
5343,2011 Maruti Alto K10 2010-2014 VXI,30000,Individual,Manual,First Owner,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5344,2020 Maruti Vitara Brezza ZXI Plus AT Dual Tone,10000,Individual,Automatic,First Owner,1462 CC,103.26 bhp,138nm@ 4400rpm,5.0,False,False,True,False
5345,2014 Maruti Celerio LXI,80000,Individual,Manual,1,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5346,2008 Tata Indigo LX,120000,Individual,Manual,First Owner,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0,False,False,False,True
5347,2010 Hyundai Verna Transform VGT CRDi,120000,Individual,Manual,Second Owner,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,False,False,False,True
5348,2017 Honda WR-V i-DTEC S,127991,Dealer,Manual,First Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5349,1999 Mitsubishi Lancer 2.0 GLd,198000,Individual,Manual,Second Owner,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5.0,False,False,False,True
5350,2010 Tata Indigo eCS GLX,65000,Individual,Manual,1,1193 CC,64.1 bhp,100Nm@ 2700rpm,5.0,False,False,True,False
5351,2002 Maruti Esteem Lxi,90000,Individual,Manual,Third Owner,,,,,False,False,True,False
5352,2018 Maruti Ciaz 1.3 Zeta,20000,Individual,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5353,2016 Volkswagen Ameo 1.2 MPI Comfortline,60000,Individual,Manual,First Owner,1198 CC,73.75 bhp,110Nm@ 3750rpm,5.0,False,False,True,False
5354,2018 Renault KWID RXT Optional,13120,Individual,Manual,First Owner,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,False,False,True,False
5355,2017 Jeep Compass 2.0 Longitude BSIV,87500,Individual,Manual,1,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,False,False,False,True
5356,2014 Hyundai Verna 1.6 SX CRDi (O),125000,Individual,Manual,First Owner,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,False,False,False,True
5357,2018 Hyundai Elite i20 Asta Option CVT BSIV,25000,Individual,Automatic,First Owner,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,False,False,True,False
5358,2013 Maruti Ertiga ZDI,120000,Individual,Manual,Third Owner,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
5359,2015 Hyundai Verna 1.6 VTVT SX,35000,Individual,Manual,First Owner,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,False,False,True,False
5360,2016 Hyundai i20 Asta Option 1.4 CRDi,25000,Individual,Manual,1,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
5361,2005 Skoda Octavia L and K 1.9 TDI MT,120000,Individual,Manual,Third Owner,1896 CC,90 bhp,"21.4@ 1,900(kgm@ rpm)",5.0,False,False,False,True
5362,2018 Renault KWID AMT,25000,Individual,Automatic,First Owner,999 CC,67 bhp,91Nm@ 4250rpm,5.0,False,False,True,False
5363,2014 Mahindra Xylo D2 BSIV,140000,Individual,Manual,First Owner,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0,False,False,False,True
5364,2005 Hyundai Accent CRDi,79000,Individual,Manual,Second Owner,1493 CC,82 bhp,187Nm@ 2500rpm,5.0,False,False,False,True
5365,2015 Renault Lodgy 85PS RxE,125000,Individual,Manual,1,1461 CC,83.8 bhp,200Nm@ 1900rpm,8.0,False,False,False,True
5366,2016 Hyundai i20 Active 1.4 SX,80000,Individual,Manual,First Owner,1396 CC,88.73 bhp,220Nm@ 1500-2750rpm,5.0,False,False,False,True
5367,2011 Honda City S,110000,Individual,Manual,Third Owner,1497 CC,116.4 bhp,146Nm@ 4800rpm,5.0,False,False,True,False
5368,2010 Hyundai Verna Transform SX VGT CRDi,80000,Individual,Manual,Second Owner,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,False,False,False,True
5369,2014 Hyundai Verna 1.6 SX,100000,Individual,Manual,Second Owner,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,False,False,False,True
5370,2011 Volkswagen Vento Diesel Highline,100000,Individual,Manual,2,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,False,False,False,True
5371,2010 Mahindra Bolero LX Non AC BSIII,78000,Individual,Manual,First Owner,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,False,False,False,True
5372,2018 Hyundai i20 Petrol CVT Asta,15000,Individual,Automatic,First Owner,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5.0,False,False,True,False
5373,2015 Mahindra Scorpio S10 7 Seater,70000,Individual,Manual,First Owner,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,False,False,False,True
5374,2019 Maruti Baleno Alpha 1.2,5000,Individual,Manual,First Owner,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,False,False,True,False
5375,2016 Maruti Alto K10 VXI,75000,Individual,Manual,1,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5376,2020 Maruti Baleno Alpha,5500,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
5377,2016 Renault Duster 110PS Diesel RxL,80000,Individual,Manual,Second Owner,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,False,False,False,True
5378,2010 Maruti Swift Dzire VDi,120000,Individual,Manual,Second Owner,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5379,2017 Maruti Baleno Sigma 1.3,70000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5380,2017 Hyundai i20 Active 1.2 SX,80000,Individual,Manual,2,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0,False,False,True,False
5381,2014 Hyundai Verna 1.6 SX CRDi (O),120000,Individual,Manual,Third Owner,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,False,False,False,True
5382,2016 Maruti Swift Dzire VDI,75000,Individual,Manual,Second Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5383,2010 Hyundai Verna Transform VGT CRDi,80000,Individual,Manual,Second Owner,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,False,False,False,True
5384,2017 Tata Tigor 1.2 Revotron XZ Option,40000,Individual,Manual,Second Owner,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,False,False,True,False
5385,1997 Mahindra Jeep CL 500 MDI,100000,Individual,Manual,4+,,,,,False,False,False,True
5386,2012 Ford Fiesta Diesel Style,120000,Individual,Manual,First Owner,1498 CC,88.7 bhp,204Nm@ 2000-2750rpm,5.0,False,False,False,True
5387,2007 Mahindra Scorpio 2.6 Turbo 7 Str,110000,Individual,Manual,Fourth & Above Owner,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8.0,False,False,False,True
5388,2010 Hyundai i20 Asta 1.4 CRDi (Diesel),110000,Individual,Manual,First Owner,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,False,False,False,True
5389,2019 Tata Tiago 2019-2020 XZ Plus Diesel,2000,Individual,Manual,First Owner,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
5390,2014 Maruti Swift Dzire VDI,80000,Individual,Manual,2,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5391,2015 Maruti Alto K10 VXI AGS,38000,Individual,Automatic,Second Owner,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5392,2014 Maruti Celerio ZXI Optional,46000,Dealer,Manual,First Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5393,2014 Maruti Ertiga 1.5 ZDI,102000,Dealer,Manual,First Owner,1498 CC,93.87 bhp,225Nm@ 1500-2500rpm,7.0,False,False,False,True
5394,2012 BMW X1 sDrive20d M Sport,96000,Dealer,Automatic,Second Owner,1998 CC,190 bhp,400nm@ 1750-2500rpm,5.0,False,False,False,True
5395,2017 Renault KWID 1.0 RXT AMT Opt,20000,Dealer,Automatic,1,999 CC,67 bhp,91Nm@ 4250rpm,5.0,False,False,True,False
5396,2015 Maruti Swift Dzire VXI,16000,Dealer,Manual,First Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5397,2013 Hyundai i20 1.2 Sportz,23000,Dealer,Manual,First Owner,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,False,False,True,False
5398,2011 Ford Figo 1.2P Ambiente MT,25000,Dealer,Manual,First Owner,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,False,False,True,False
5399,2015 Hyundai Verna SX Opt,35000,Dealer,Manual,Second Owner,1497 CC,113.42 bhp,144.15nm@ 4500rpm,5.0,False,False,True,False
5400,2011 Mercedes-Benz New C-Class C 250 CDI Elegance,90000,Dealer,Automatic,1,2143 CC,204 bhp,500Nm@ 1600-1800rpm,5.0,False,False,False,True
5401,2013 Hyundai i10 Sportz 1.2,37000,Dealer,Manual,First Owner,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,False,False,True,False
5402,2017 Maruti Baleno Delta 1.2,34000,Dealer,Manual,Second Owner,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,False,False,True,False
5403,2012 Hyundai Verna SX,60000,Dealer,Manual,First Owner,1497 CC,113.42 bhp,144.15nm@ 4500rpm,5.0,False,False,True,False
5404,2010 Hyundai i10 Magna,50000,Dealer,Manual,First Owner,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,False,False,True,False
5405,2013 Chevrolet Enjoy 1.4 LTZ 7,37000,Dealer,Manual,1,1399 CC,98.79 bhp,131Nm@ 4400rpm,7.0,False,False,True,False
5406,2012 Maruti Alto 800 LXI,38000,Dealer,Manual,Second Owner,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,False,False,True,False
5407,2017 Ford Figo Aspire Facelift,40000,Individual,Manual,First Owner,,,,,False,False,False,True
5408,2012 Hyundai Verna SX Opt,57000,Dealer,Manual,First Owner,1497 CC,113.42 bhp,144.15nm@ 4500rpm,5.0,False,False,True,False
5409,2014 Hyundai i20 1.2 Sportz,62200,Dealer,Manual,First Owner,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,False,False,True,False
5410,2013 Maruti Ritz VDi,77000,Dealer,Manual,1,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,False,False,False,True
5411,1997 Maruti 800 Std,110000,Individual,Manual,Second Owner,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
5412,2012 Maruti Swift Dzire 1.2 Vxi BSIV,30000,Individual,Manual,First Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5413,2009 Maruti Alto LXi BSIII,60000,Individual,Manual,Third Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5414,2014 Mahindra Scorpio S4 9 Seater,25000,Individual,Manual,First Owner,2179 CC,120 bhp,280Nm@ 1800-2800rpm,9.0,False,False,False,True
5415,2005 Tata Sumo EX TC,188000,Individual,Manual,1,1948 CC,90 bhp,"190@ 21,800(kgm@ rpm)",7.0,False,False,False,True
5416,2010 Maruti Alto STD,150000,Individual,Manual,Third Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5417,2012 Hyundai EON Sportz,40000,Individual,Manual,First Owner,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,False,False,True,False
5418,2014 Renault Duster Adventure Edition,120000,Individual,Manual,First Owner,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,False,False,False,True
5419,2011 Hyundai i10 Sportz Option,70000,Individual,Manual,Third Owner,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,False,False,True,False
5420,2014 Mahindra Scorpio S4 9 Seater,25000,Individual,Manual,1,2179 CC,120 bhp,280Nm@ 1800-2800rpm,9.0,False,False,False,True
5421,2017 Hyundai Creta 1.4 CRDi Base,60000,Individual,Manual,First Owner,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
5422,2006 Toyota Innova 2.5 G4 Diesel 7-seater,250000,Individual,Manual,First Owner,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,False,False,False,True
5423,2018 Datsun RediGO 1.0 S,35000,Individual,Manual,First Owner,999 CC,67 bhp,91Nm@ 4250rpm,5.0,False,False,True,False
5424,2016 Maruti Alto K10 VXI,15000,Individual,Manual,First Owner,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5425,2010 Maruti Swift VDi BSIII W/ ABS,98000,Individual,Manual,1,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5426,2011 Hyundai Accent Executive,62000,Individual,Manual,Third Owner,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5.0,False,False,True,False
5427,2010 Chevrolet Cruze LTZ,90000,Individual,Manual,Second Owner,1991 CC,147.9 bhp,327Nm@ 2600rpm,5.0,False,False,False,True
5428,2013 Chevrolet Beat LS,110000,Individual,Manual,Second Owner,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,False,False,True,False
5429,2010 Hyundai i10 Magna,90000,Individual,Manual,Third Owner,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,False,False,True,False
5430,2019 Mahindra Marazzo M8,10000,Individual,Manual,1,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7.0,False,False,False,True
5431,2019 Mahindra XUV300 W8 Option Diesel BSIV,25000,Individual,Manual,First Owner,1497 CC,115 bhp,300Nm@ 1500-2500rpm,5.0,False,False,False,True
5432,2019 Hyundai Elite i20 Sportz Plus Diesel,13000,Individual,Manual,First Owner,1396 CC,88.76 bhp,224nm@ 1500-2750rpm,5.0,False,False,False,True
5433,2017 Tata Tiago 1.05 Revotorq XT,80000,Individual,Manual,First Owner,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
5434,2014 Volkswagen Polo 1.5 TDI Comfortline,40000,Individual,Manual,Third Owner,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5.0,False,False,False,True
5435,2019 Maruti Swift Dzire ZDI Plus,20000,Individual,Manual,1,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5436,2008 Maruti 800 AC LPG,87540,Individual,Manual,Third Owner,796 CC,35.5 bhp,"5.7@ 2,500(kgm@ rpm)",5.0,True,False,False,False
5437,2007 Chevrolet Spark 1.0 PS LPG,84000,Individual,Manual,Third Owner,995 CC,60 bhp,88.4Nm@ 4200rpm,5.0,True,False,False,False
5438,2011 Skoda Fabia 1.2L Diesel Elegance,160000,Individual,Manual,Third Owner,1199 CC,75 bhp,180Nm@ 2000rpm,5.0,False,False,False,True
5439,2012 Volkswagen Vento Diesel Comfortline,100000,Individual,Manual,Second Owner,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,False,False,False,True
5440,2017 Hyundai EON 1.0 Era Plus,35000,Individual,Manual,2,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0,False,False,True,False
5441,2010 Chevrolet Optra Magnum 1.6 LT Petrol,60000,Individual,Manual,Second Owner,1598 CC,102.5 bhp,148Nm@ 4000rpm,5.0,False,False,True,False
5442,2012 Ford Fiesta Classic 1.4 Duratorq LXI,70000,Individual,Manual,First Owner,1388 CC,67 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
5443,2015 Fiat Avventura Power Up 1.3 Emotion,60000,Individual,Manual,Second Owner,1248 CC,91.72 bhp,209Nm@ 2000rpm,5.0,False,False,False,True
5444,2016 Ford EcoSport 1.5 TDCi Titanium Plus BSIV,35000,Individual,Manual,Second Owner,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,False,False,False,True
5445,2012 Tata Indica Vista Aqua 1.3 Quadrajet BSIV,231438,Individual,Manual,2,1248 CC,75 bhp,190 Nm at 1750 rpm ,5.0,False,False,False,True
5446,2016 Maruti Baleno Alpha 1.3,71000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5447,2008 Maruti Swift 1.3 ZXI,90000,Individual,Manual,First Owner,,,,,False,False,True,False
5448,2016 Maruti Ritz VDi,70000,Individual,Manual,First Owner,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5449,2007 Maruti 800 Std,80000,Individual,Manual,First Owner,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
5450,2011 Mahindra Bolero SLX 2WD BSIII,239451,Individual,Manual,2,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,False,False,False,True
5451,2000 Mahindra Marshal DI,50000,Individual,Manual,First Owner,,,,,False,False,False,True
5452,2009 Maruti Ritz VDi,90000,Individual,Manual,First Owner,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,False,False,False,True
5453,2016 Hyundai Creta 1.6 CRDi SX,154000,Individual,Manual,First Owner,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
5454,2013 Renault Duster 110PS Diesel RxZ Plus,109000,Individual,Manual,Second Owner,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,False,False,False,True
5455,2016 Maruti Swift Dzire VDI,120000,Individual,Manual,2,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5456,2006 Tata Indica DLS,77000,Individual,Manual,First Owner,,,,,False,False,False,True
5457,2012 Maruti Wagon R LXI CNG,100000,Individual,Manual,Third Owner,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0,False,True,False,False
5458,2009 Tata New Safari DICOR 2.2 LX 4x2,110000,Individual,Manual,First Owner,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,False,False,False,True
5459,2005 Hyundai Accent CRDi,200000,Individual,Manual,Second Owner,1493 CC,82 bhp,187Nm@ 2500rpm,5.0,False,False,False,True
5460,2008 Maruti Swift VDI BSIV,120000,Individual,Manual,4+,,,,,False,False,False,True
5461,2016 Maruti Wagon R Stingray VXI,39000,Individual,Manual,Third Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5462,2005 Maruti 800 AC,96000,Individual,Manual,Fourth & Above Owner,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
5463,2014 Volkswagen Vento Konekt Diesel Highline,90000,Individual,Manual,First Owner,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,False,False,False,True
5464,2010 Maruti Swift Vdi BSIII,135000,Individual,Manual,Second Owner,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5465,2018 Tata Tiago 1.05 Revotorq XE,90000,Individual,Manual,1,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
5466,2003 Maruti 800 Std MPFi,90000,Individual,Manual,Fourth & Above Owner,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
5467,2010 Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,426000,Individual,Manual,First Owner,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,False,False,False,True
5468,2017 Maruti Swift Dzire VDI,35000,Individual,Manual,First Owner,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5469,2016 Hyundai Xcent 1.1 CRDi S,120000,Individual,Manual,First Owner,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,False,False,False,True
5470,2009 Hyundai i10 Magna,110000,Individual,Manual,1,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,False,False,True,False
5471,2009 Maruti A-Star Vxi,50000,Individual,Manual,First Owner,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5472,2012 Fiat Linea Emotion (Diesel),77000,Individual,Manual,First Owner,1248 CC,91.7 bhp,209Nm@ 2000rpm,5.0,False,False,False,True
5473,2007 Honda City 2017-2020 GXi,120000,Individual,Manual,Second Owner,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,False,False,True,False
5474,2008 Hyundai Verna Xi (Petrol),120000,Individual,Manual,Second Owner,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5.0,False,False,True,False
5475,2013 Maruti Swift Dzire LDI,190000,Individual,Manual,2,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5476,2013 Mahindra Scorpio SLE BSIII,110000,Individual,Manual,Second Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,False,False,False,True
5477,2010 Ford Figo Petrol EXI,30000,Individual,Manual,First Owner,1196 CC,70 bhp,102Nm@ 4000rpm,5.0,False,False,True,False
5478,2012 Hyundai Verna 1.4 CRDi,182000,Individual,Manual,Second Owner,1396 CC,88.7 bhp,219.7Nm@ 1750-2750rpm,5.0,False,False,False,True
5479,2017 Maruti Swift Dzire VDI,60000,Individual,Manual,First Owner,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5480,2019 Hyundai Xcent 1.2 VTVT S,40000,Individual,Manual,1,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,False,False,True,False
5481,2016 Hyundai i20 Asta Option 1.4 CRDi,112000,Individual,Manual,First Owner,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
5482,2013 Mahindra Scorpio SLE BSIII,80000,Individual,Manual,Second Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,False,False,False,True
5483,2010 Hyundai Verna CRDi SX,90000,Individual,Manual,Second Owner,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0,False,False,False,True
5484,2015 Honda City i DTEC VX,140000,Individual,Manual,Second Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
