,model,selling_price,mileage
3863,2009 Maruti Swift Dzire LXi,190000,17.5 kmpl
3864,2013 Honda Amaze VX i-DTEC,350000,25.8 kmpl
3865,2010 Chevrolet Spark 1.0 LS,75000,18.0 kmpl
3866,2019 Maruti Vitara Brezza VDi AMT,860000,24.3 kmpl
3867,2014 Maruti Alto K10 VXI,250000,23.95 kmpl
3868,2017 Hyundai Verna 1.4 CRDi,700000,24.8 kmpl
3869,2014 Maruti Swift VDI BSIV,399000,25.2 kmpl
3870,2016 Maruti Ritz LXi,320000,18.5 kmpl
3871,2015 Toyota Fortuner 4x2 AT,2000000,12.55 kmpl
3872,2014 Skoda Octavia Ambition 2.0 TDI MT,1100000,20.6 kmpl
3873,2011 Toyota Innova 2.5 V Diesel 7-seater,750000,12.8 kmpl
3874,2010 Toyota Innova 2.5 V Diesel 7-seater,750000,12.8 kmpl
3875,2018 Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,530000,15.96 kmpl
3876,2017 Maruti Ciaz ZDi Plus SHVS,750000,28.09 kmpl
3877,2017 Nissan Micra XV CVT,560000,19.34 kmpl
3878,2017 Tata Tiago 1.05 Revotorq XZ WO Alloy,450000,27.28 kmpl
3879,2013 Maruti Swift Dzire VXI,459999,19.1 kmpl
3880,2013 Maruti Zen Estilo LXI BS IV,235000,19.0 kmpl
3881,2009 Hyundai Santro Xing GLS,180000,17.92 kmpl
3882,2007 Hyundai Santro Xing XS,140000,17.8 kmpl
3883,2014 Hyundai i20 Asta 1.4 CRDi,620000,22.54 kmpl
3884,2012 Hyundai EON Era,190000,21.1 kmpl
3885,2018 Hyundai EON Sportz,380000,21.1 kmpl
3886,2019 Ford EcoSport S Diesel BSIV,1145000,23.0 kmpl
3887,2017 Tata Zest Quadrajet 1.3 75PS XE,540000,22.95 kmpl
3888,2011 Toyota Innova 2.5 V Diesel 7-seater,800000,12.8 kmpl
3889,2006 Maruti Wagon R LXI BSIII,150000,14.0 kmpl
3890,1995 Maruti 800 Std,55000,16.1 kmpl
3891,2015 Mahindra XUV500 W10 2WD,919999,16.0 kmpl
3892,2008 Maruti Esteem LX,75000,
3893,2009 Maruti Alto LXi BSIII,135000,19.7 kmpl
3894,2017 Tata Tiago 1.2 Revotron XZ,340000,23.84 kmpl
3895,2010 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,525000,12.8 kmpl
3896,2016 Maruti Celerio VXI,411000,23.1 kmpl
3897,2010 Maruti Wagon R LXI Minor,150000,18.9 kmpl
3898,2015 Honda Jazz 1.2 V AT i VTEC,575000,19.0 kmpl
3899,2017 Hyundai i20 Asta Option 1.2,595000,18.6 kmpl
3900,2017 Hyundai Xcent 1.2 Kappa SX Option,525000,19.1 kmpl
3901,2012 Maruti Ritz VDi,335000,21.1 kmpl
3902,2012 Ford Figo Diesel EXI,300000,20.0 kmpl
3903,2012 Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,415000,22.54 kmpl
3904,2016 Mahindra XUV500 W8 2WD,925000,16.0 kmpl
3905,2016 Maruti Ertiga BSIV ZXI Plus,750000,17.5 kmpl
3906,2018 Hyundai Verna CRDi 1.6 AT SX Option,1150000,22.0 kmpl
3907,2015 Datsun GO Plus T BSIV,260000,19.44 kmpl
3908,2017 Maruti Alto 800 CNG LXI,260000,33.44 km/kg
3909,2011 Maruti Swift Dzire Vdi BSIV,347000,19.3 kmpl
3910,2013 Hyundai EON Magna Optional,195000,21.1 kmpl
3911,2016 Fiat Punto Pure 1.2L FIRE,265000,15.7 kmpl
3912,2016 Maruti Wagon R LXI CNG,320000,26.6 km/kg
3913,2016 Hyundai i20 Magna 1.2,590000,18.6 kmpl
3914,2012 Toyota Innova 2.5 GX 8 STR BSIV,650000,12.8 kmpl
3915,2013 Mahindra Scorpio 2009-2014 EX 9S BSIII,509999,14.0 kmpl
3916,2011 Maruti Swift Dzire ZDi,350000,19.3 kmpl
3917,2018 Tata Nexon 1.5 Revotorq XM,749000,21.5 kmpl
3918,2010 Tata Indigo CS LS (TDI) BS III,150000,19.09 kmpl
3919,2001 Hyundai Santro LE,33983,
3920,2003 Maruti Zen LX,58000,17.3 kmpl
3921,2011 Mahindra Verito 1.5 D2 BSIV,200000,21.0 kmpl
3922,1998 Mahindra Jeep MM 540,210000,
3923,2014 Tata Indica Vista Quadrajet LS,240000,22.3 kmpl
3924,2017 Honda Amaze E i-DTEC,515000,25.8 kmpl
3925,2008 Maruti Alto LXi,145000,19.7 kmpl
3926,2016 Maruti Wagon R VXI Optional,450000,20.51 kmpl
3927,2010 Maruti A-Star Lxi,179000,19.0 kmpl
3928,2007 Hyundai Verna Xi (Petrol),220000,13.9 kmpl
3929,2020 Tata Zest Revotron 1.2 XT,500000,17.57 kmpl
3930,2009 Ford Fiesta Classic 1.4 SXI Duratorq,190000,17.8 kmpl
3931,2015 Chevrolet Beat Diesel LT,200000,25.44 kmpl
3932,2018 Ford EcoSport 1.5 Petrol Titanium Plus BSIV,850000,17.0 kmpl
3933,2011 Volkswagen Polo Petrol Highline 1.2L,270000,16.47 kmpl
3934,2016 Hyundai EON Magna Plus,335000,21.1 kmpl
3935,2018 Maruti Wagon R VXI Optional,459999,20.51 kmpl
3936,2017 Maruti Vitara Brezza LDi Option,710000,24.3 kmpl
3937,2015 Maruti Swift Dzire LDI,330000,26.59 kmpl
3938,2017 Jeep Compass 2.0 Limited,1515000,17.1 kmpl
3939,2018 Tata Nexon 1.2 Revotron XZ Plus,750000,17.0 kmpl
3940,2016 Chevrolet Spark 1.0 LT,160000,16.2 kmpl
3941,2016 Chevrolet Beat Diesel LT Option,215000,25.44 kmpl
3942,2012 Tata Nano Cx BSIII,60000,25.4 kmpl
3943,2014 Maruti Swift Dzire VXI,480000,19.1 kmpl
3944,2012 Tata Manza Aqua Quadrajet BS IV,140000,21.12 kmpl
3945,2012 Hyundai EON D Lite,200000,21.1 kmpl
3946,2013 Nissan Micra Diesel XL Optional,400000,23.08 kmpl
3947,2012 Hyundai EON Era Plus,180000,21.1 kmpl
3948,2015 Maruti Swift VXI Optional,550000,20.4 kmpl
3949,2016 Maruti Swift VDI Optional,550000,25.2 kmpl
3950,2012 Maruti Ertiga VDI,550000,20.77 kmpl
3951,2011 Maruti Zen Estilo VXI BSIV,270000,19.0 kmpl
3952,2013 Renault Pulse RxL,315000,23.08 kmpl
3953,2018 Mahindra Thar CRDe,875000,16.55 kmpl
3954,2007 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,400000,12.8 kmpl
3955,2014 Mahindra Scorpio EX,540000,14.0 kmpl
3956,2017 Maruti Wagon R LXI CNG,350000,26.6 km/kg
3957,2011 Hyundai Verna 1.6 SX CRDi (O),360000,22.32 kmpl
3958,2014 Maruti Wagon R VXI BS IV,300000,20.51 kmpl
3959,2014 Hyundai Grand i10 CRDi Sportz,350000,24.0 kmpl
3960,2016 Mahindra NuvoSport N8,650000,17.45 kmpl
3961,2016 Maruti Wagon R LXI Optional,350000,20.51 kmpl
3962,2017 Ford EcoSport 1.5 TDCi Trend Plus BSIV,700000,22.77 kmpl
3963,2013 Maruti Swift Dzire VDI,415000,23.4 kmpl
3964,2019 Mahindra Marazzo M8,1460000,17.3 kmpl
3965,2017 Tata Nexon 1.5 Revotorq XZ Plus,830000,21.5 kmpl
3966,2018 Datsun GO T Option BSIV,430000,20.63 kmpl
3967,2017 Ford EcoSport 1.5 TDCi Platinum Edition BSIV,850000,22.77 kmpl
3968,2017 Maruti Swift Dzire ZXI,650000,20.85 kmpl
3969,2008 Hyundai Verna CRDi,120000,16.8 kmpl
3970,2016 Mahindra TUV 300 T8,730000,18.49 kmpl
3971,2019 Maruti Ignis 1.2 AMT Delta BSIV,525000,20.89 kmpl
3972,2015 Hyundai i20 Active 1.4 SX,600000,21.19 kmpl
3973,2019 Maruti Swift LXI,500000,21.21 kmpl
3974,2009 Hyundai Santro Xing GLS,150000,17.92 kmpl
3975,2015 Maruti Wagon R VXI BS IV,409999,20.51 kmpl
3976,2016 Mahindra TUV 300 T8,625000,18.49 kmpl
3977,2015 Renault KWID RXT,290000,25.17 kmpl
3978,2015 Honda Mobilio V i VTEC,500000,17.3 kmpl
3979,2011 Hyundai Verna 1.6 SX,475000,22.32 kmpl
3980,2013 Hyundai EON Era Plus,190000,21.1 kmpl
3981,2014 Mahindra XUV500 W6 2WD,750000,15.1 kmpl
3982,2014 Nissan Terrano XV 110 PS,525000,19.01 kmpl
3983,2012 Chevrolet Cruze LTZ,495000,17.3 kmpl
3984,2015 Hyundai i20 Sportz 1.4 CRDi,550000,22.54 kmpl
3985,2012 Mahindra XUV500 W8 4WD,595000,15.1 kmpl
3986,2015 Fiat Grande Punto EVO 1.3 Dynamic,550000,21.2 kmpl
3987,2015 Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2000000,13.0 kmpl
3988,2010 Tata Safari DICOR 2.2 EX 4x2,400000,13.93 kmpl
3989,2015 Fiat Avventura Power Up 1.3 Emotion,500000,20.5 kmpl
3990,2017 Maruti Wagon R LXI BSIII,340000,18.9 kmpl
3991,2012 Mahindra Scorpio SLE BS IV,480000,12.05 kmpl
3992,2013 Ford EcoSport 1.5 TDCi Titanium Plus BSIV,480000,22.77 kmpl
3993,2018 Ford EcoSport 1.5 Diesel Ambiente BSIV,750000,23.0 kmpl
3994,2008 Maruti Wagon R LXI Minor,100000,18.9 kmpl
3995,2013 Hyundai i20 Magna,290000,18.5 kmpl
3996,2015 Fiat Avventura Power Up 1.3 Emotion,425000,20.5 kmpl
3997,2010 Honda City V MT,285000,16.8 kmpl
3998,2016 Mahindra TUV 300 mHAWK100 T8,625000,18.49 kmpl
3999,2012 Fiat Grande Punto Active (Diesel),170000,20.3 kmpl
4000,2018 Tata Zest Revotron 1.2T XMS,459999,17.57 kmpl
4001,2015 Fiat Avventura MULTIJET Emotion,450000,20.5 kmpl
4002,2019 Maruti Swift Dzire AMT VXI,650000,21.21 kmpl
4003,2017 Hyundai i20 Active 1.2 S,600000,17.19 kmpl
4004,2013 Maruti Alto 800 CNG LXI,178000,30.46 km/kg
4005,2016 Maruti Alto 800 LXI,300000,22.74 kmpl
4006,2009 Maruti Alto LXi,150000,19.7 kmpl
4007,2019 Hyundai Elite i20 Petrol Magna Exective,590000,18.6 kmpl
4008,2016 Hyundai EON Era Plus,310000,21.1 kmpl
4009,2017 Tata Zest Revotron 1.2T XMS,400000,17.57 kmpl
4010,2014 Mahindra Scorpio LX,520000,12.05 kmpl
4011,2013 Ashok Leyland Stile LE,300000,20.07 kmpl
4012,2019 Mahindra XUV300 W8 Option BSIV,1000000,17.0 kmpl
4013,2003 Maruti Wagon R VXI,65000,18.9 kmpl
4014,2015 Honda Amaze VX i-DTEC,509999,25.8 kmpl
4015,2012 Maruti Wagon R VXI BSIII,221000,18.9 kmpl
4016,2014 Volkswagen Vento 1.6 Highline,390000,15.04 kmpl
4017,2002 Maruti Gypsy King Soft Top MPI BSIV,350000,11.96 kmpl
4018,2009 Maruti Alto LXi,195000,19.7 kmpl
4019,2010 Audi Q7 3.0 TDI Quattro,1750000,12.07 kmpl
4020,2013 Mahindra Scorpio VLX 2WD AIRBAG BSIII,600000,12.05 kmpl
4021,2015 Hyundai i20 Sportz Option 1.4 CRDi,615000,22.54 kmpl
4022,2013 Hyundai i20 Magna 1.4 CRDi (Diesel),350000,21.9 kmpl
4023,2012 Chevrolet Beat Diesel LS,140000,25.44 kmpl
4024,2017 Hyundai i20 1.4 Sportz,650000,22.54 kmpl
4025,2016 Hyundai Creta 1.6 CRDi SX Plus,1100000,19.67 kmpl
4026,2010 Hyundai i20 1.4 CRDi Sportz,285000,23.0 kmpl
4027,2011 Chevrolet Spark 1.0 LT,190000,18.0 kmpl
4028,2012 Nissan Sunny XL,350000,16.95 kmpl
4029,2014 Hyundai Grand i10 Asta,400000,18.9 kmpl
4030,2016 Toyota Innova Crysta 2.7 ZX AT BSIV,2100000,10.75 kmpl
4031,2015 Hyundai i20 Sportz 1.2,434999,18.6 kmpl
4032,2014 Maruti Swift Dzire VXI,450000,19.1 kmpl
4033,2001 Daewoo Matiz SD,45000,18.5 kmpl
4034,2015 Hyundai i20 Asta 1.2,450000,18.6 kmpl
4035,2017 Maruti Swift VDI Optional,580000,25.2 kmpl
4036,2016 Hyundai Creta 1.6 CRDi SX,900000,19.67 kmpl
4037,2016 Maruti Ertiga SHVS ZDI,750000,24.52 kmpl
4038,2009 Tata Indigo CS LS (TDI) BS III,140000,19.09 kmpl
4039,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,525000,18.9 kmpl
4040,2009 Tata Indigo CS LS (TDI) BS III,114999,19.09 kmpl
4041,2016 Tata Tiago 1.2 Revotron XZ,399000,23.84 kmpl
4042,2006 Hyundai Santro Xing XL eRLX Euro II,150000,
4043,2012 Tata Indica V2 Turbomax DLS BS IV,275000,19.0 kmpl
4044,2011 Hyundai i20 1.4 CRDi Magna,340000,21.9 kmpl
4045,2012 Hyundai EON LPG Era Plus,222000,21.1 km/kg
4046,2013 Mahindra Ssangyong Rexton RX7,850000,11.18 kmpl
4047,2007 Tata Indica V2 DLS,70000,17.2 kmpl
4048,2017 Tata Tiago 1.2 Revotron XT,430000,23.84 kmpl
4049,2017 Tata Tiago 1.2 Revotron XT,430000,23.84 kmpl
4050,2014 Maruti Wagon R VXI BS IV,320000,20.51 kmpl
4051,2005 Hyundai Santro Xing XG,95000,
4052,2012 Renault Fluence Diesel E4,500000,21.8 kmpl
4053,2012 Renault Duster 110PS Diesel RxL,500000,19.01 kmpl
4054,2010 Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,229999,18.4 kmpl
4055,2009 Mahindra Scorpio VLS AT 2.2 mHAWK,600000,11.79 kmpl
4056,2007 Hyundai Santro Xing XL,200000,
4057,2017 Renault Pulse RxL Optional,500000,23.08 kmpl
4058,2010 Mahindra Bolero SLX 2WD,315000,13.6 kmpl
4059,2011 Maruti Wagon R VXI Minor,265000,18.9 kmpl
4060,2015 Ford Figo 1.5D Base MT,350000,25.83 kmpl
4061,2012 Tata Indigo CR4,200000,23.57 kmpl
4062,2011 Tata Indica V2 DLE BSIII,114999,17.88 kmpl
4063,2014 Hyundai i20 Magna 1.2,425000,18.6 kmpl
4064,2019 Ford EcoSport 1.5 Diesel Trend BSIV,900000,23.0 kmpl
4065,2014 Mahindra Scorpio 2009-2014 SLE 7S BSIV,550000,12.05 kmpl
4066,2018 Honda WR-V i-DTEC VX,900000,25.5 kmpl
4067,2011 Hyundai i10 Era,165000,19.81 kmpl
4068,2016 Hyundai Verna 1.6 CRDI AT SX Option,850000,19.08 kmpl
4069,2016 Hyundai Verna 1.6 CRDi S Option,850000,23.9 kmpl
4070,2014 Mahindra Thar CRDe AC,550000,16.55 kmpl
4071,2011 Maruti Swift Dzire Vdi BSIV,500000,19.3 kmpl
4072,2018 Maruti Swift Dzire VXI 1.2,630000,21.21 kmpl
4073,2011 Hyundai i10 Era,160000,19.81 kmpl
4074,2015 Honda City i DTEC VX,670000,25.1 kmpl
4075,2014 Maruti Swift ZDi,430000,22.9 kmpl
4076,2015 Hyundai Xcent 1.2 Kappa Base,375000,19.1 kmpl
4077,2016 Hyundai i20 Asta Option 1.2,650000,18.6 kmpl
4078,2016 Maruti Swift Dzire LDI,500000,26.59 kmpl
4079,2016 Maruti Swift Dzire LDI,500000,26.59 kmpl
4080,2017 Mahindra XUV500 W10 2WD,1350000,16.0 kmpl
4081,2018 Volkswagen Ameo 1.5 TDI Comfortline,600000,21.66 kmpl
4082,2017 Hyundai Creta 1.6 CRDi SX Plus,1200000,19.67 kmpl
4083,2013 BMW X6 xDrive30d,3750000,11.2 kmpl
4084,2018 Maruti Swift Dzire ZXI Plus,795000,21.21 kmpl
4085,2016 Honda Jazz 1.2 V i VTEC,625000,18.7 kmpl
4086,2016 Mercedes-Benz E-Class E250 CDI Avantgarde,2900000,13.0 kmpl
4087,2017 Maruti Ignis 1.3 AMT Zeta,625000,26.8 kmpl
4088,2011 Chevrolet Cruze LTZ AT,440000,18.1 kmpl
4089,2018 Toyota Corolla Altis 1.8 G,1400000,14.28 kmpl
4090,2017 Toyota Corolla Altis 1.8 VL AT,1450000,14.53 kmpl
4091,2017 Mercedes-Benz GLA Class 200 CDI SPORT,2700000,17.9 kmpl
4092,2017 Hyundai Grand i10 Sportz,550000,18.9 kmpl
4093,2019 Toyota Innova Crysta 2.8 GX AT 8S BSIV,1925000,11.36 kmpl
4094,2015 Mahindra XUV500 W10 2WD,1225000,16.0 kmpl
4095,2017 Honda WR-V i-VTEC S,700000,17.5 kmpl
4096,2013 Maruti Swift Dzire VDI,530000,23.4 kmpl
4097,2020 Kia Seltos HTX Plus AT D,1900000,17.8 kmpl
4098,2017 Maruti Ciaz RS ZDi Plus SHVS,844999,28.09 kmpl
4099,2016 Skoda Rapid 1.5 TDI AT Style Plus,650000,21.66 kmpl
4100,2018 Maruti Swift ZXI 2018,750000,22.0 kmpl
4101,2018 BMW 6 Series GT 630d Luxury Line,6000000,17.09 kmpl
4102,2015 Honda Jazz 1.2 SV i VTEC,610000,18.7 kmpl
4103,2010 Chevrolet Beat LT,150000,18.6 kmpl
4104,2014 Maruti Swift Dzire VXI,475000,19.1 kmpl
4105,2008 Mahindra Scorpio SLX 4WD,375000,12.7 kmpl
4106,2016 Mahindra KUV 100 mFALCON D75 K6 Plus,425000,25.32 kmpl
4107,2015 Honda City i DTEC VX,800000,25.1 kmpl
4108,1996 Maruti 800 DX,40000,16.1 kmpl
4109,2018 Maruti Wagon R AMT VXI Option,509999,20.51 kmpl
4110,2015 Toyota Etios Liva VD,387000,23.59 kmpl
4111,2014 Maruti Alto 800 VXI,235000,22.74 kmpl
4112,2000 Tata Sumo SE Plus BSII,95000,12.2 kmpl
4113,2010 Maruti Swift Vdi BSIII,340000,17.8 kmpl
4114,2016 Mahindra XUV500 W6 2WD,1000000,16.0 kmpl
4115,2009 Ford Ikon 1.4 TDCi DuraTorq,160000,13.8 kmpl
4116,2008 Mahindra Scorpio SLX 4WD LE,365000,12.7 kmpl
4117,2011 Skoda Fabia 1.2L Diesel Elegance,300000,20.86 kmpl
4118,2008 Maruti Swift Vdi BSIII,260000,17.8 kmpl
4119,2018 Honda Jazz V CVT,860000,18.2 kmpl
4120,2008 Hyundai Verna 1.6 Xi ABS,114999,13.9 kmpl
4121,2007 Maruti Alto LXi,100000,19.7 kmpl
4122,2014 Volkswagen Vento 1.5 TDI Highline,565000,20.34 kmpl
4123,2013 Mahindra Xylo E4 BS III,450000,11.68 kmpl
4124,2017 Maruti Baleno Zeta 1.2,625000,21.4 kmpl
4125,2016 Maruti Alto 800 VXI,280000,22.74 kmpl
4126,2017 Maruti Alto K10 VXI,330000,23.95 kmpl
4127,2015 Hyundai Creta 1.6 CRDi Anniversary Edition,1300000,19.67 kmpl
4128,2008 Tata Indica V2 GLX BSIII,65000,15.3 kmpl
4129,2018 Tata Tiago 1.2 Revotron XZ,480000,23.84 kmpl
4130,2016 Tata Tiago 1.05 Revotorq XZ,400000,27.28 kmpl
4131,2009 Tata New Safari DICOR 2.2 GX 4x2,500000,13.93 kmpl
4132,2012 Mahindra Xylo E4 ABS BS IV,320000,11.68 kmpl
4133,2014 Mahindra XUV500 W8 2WD,750000,15.1 kmpl
4134,2017 Mahindra Bolero Power Plus SLE,620000,16.5 kmpl
4135,2011 Maruti Swift Dzire ZDi,300000,19.3 kmpl
4136,2018 Hyundai Creta 1.6 SX Option Executive,1405000,15.8 kmpl
4137,2017 Maruti Alto 800 LX,282000,24.7 kmpl
4138,2017 Maruti Swift Dzire AMT VXI,700000,21.21 kmpl
4139,2017 Ford Figo Aspire 1.5 TDCi Titanium,700000,25.83 kmpl
4140,2015 Ford EcoSport 1.5 TDCi Titanium BSIV,600000,22.77 kmpl
4141,2012 Skoda Rapid 1.6 TDI Ambition,290000,20.5 kmpl
4142,2011 Chevrolet Cruze LTZ AT,430000,18.1 kmpl
4143,2017 Hyundai i20 1.2 Magna Executive,575000,18.6 kmpl
4144,2017 Hyundai Creta 1.6 VTVT E Plus,875000,15.29 kmpl
4145,2010 Maruti Wagon R LXI BSIII,180000,18.9 kmpl
4146,2012 Maruti Ritz VDi,229999,23.2 kmpl
4147,2019 Toyota Glanza G CVT,800000,19.56 kmpl
4148,2009 Chevrolet Spark 1.0 LT Option Pack w/ Airbag,60000,16.5 kmpl
4149,2009 Maruti SX4 Vxi BSIII,150000,15.0 kmpl
4150,2007 Tata Indigo Grand Dicor,100000,23.57 kmpl
4151,2015 Hyundai Creta 1.6 Gamma SX Plus,900000,15.29 kmpl
4152,2018 Hyundai i20 1.4 Asta Option,850000,22.54 kmpl
4153,2014 Chevrolet Beat Diesel LT,220000,25.44 kmpl
4154,2014 Maruti Alto 800 LXI,250000,22.74 kmpl
4155,2012 Tata Indica Vista Quadrajet LS,125000,22.3 kmpl
4156,2018 Hyundai Creta 1.6 SX,1200000,15.8 kmpl
4157,2013 Tata Indigo CR4,250000,23.57 kmpl
4158,2014 Hyundai i20 Sportz 1.4 CRDi,440000,22.54 kmpl
4159,2017 Tata Tiago 1.2 Revotron XT,400000,23.84 kmpl
4160,2002 Maruti 800 Std,50000,16.1 kmpl
4161,2018 Hyundai Verna VTVT 1.6 SX Option,1000000,17.0 kmpl
4162,2014 Honda City i DTEC VX,600000,25.1 kmpl
4163,2010 Hyundai i20 1.2 Asta,250000,17.0 kmpl
4164,2009 Mahindra Bolero SLE,310000,13.6 kmpl
4165,2005 Maruti Wagon R VXI,120000,18.9 kmpl
4166,2014 Mahindra Xylo E4 BS III,390000,11.68 kmpl
4167,2019 Hyundai Santro Sportz BSIV,458000,20.3 kmpl
4168,2018 Ford EcoSport 1.5 Diesel Titanium BSIV,950000,23.0 kmpl
4169,2017 Maruti Swift Dzire VXI 1.2 BS IV,650000,22.0 kmpl
4170,2013 Maruti Swift Star VDI,400000,22.9 kmpl
4171,2015 Hyundai Grand i10 AT Asta,400000,18.9 kmpl
4172,2006 Maruti Alto LX,100000,19.7 kmpl
4173,2012 Hyundai i10 Asta,350000,20.36 kmpl
4174,2013 Tata Aria Prestige 4x2,450000,13.7 kmpl
4175,2006 Mahindra Scorpio 2.6 DX,350000,12.7 kmpl
4176,2010 Volkswagen Polo Diesel Trendline 1.2L,250000,22.07 kmpl
4177,2013 Mahindra Bolero 2011-2019 ZLX,450000,15.96 kmpl
4178,2013 Maruti 800 AC BSIII,157000,16.1 kmpl
4179,2018 Mahindra XUV500 W11 Option BSIV,1500000,15.1 kmpl
4180,2018 Mahindra XUV500 W11 Option BSIV,1500000,15.1 kmpl
4181,2007 Tata Indica GLS BS IV,75000,15.3 kmpl
4182,2010 Chevrolet Tavera B1-10 seats BSII,280000,14.8 kmpl
4183,2015 Hyundai i20 Magna 1.2,600000,18.6 kmpl
4184,2012 Tata Sumo CX,250999,15.3 kmpl
4185,2010 Toyota Corolla Altis 1.8 Sport,350000,12.5 kmpl
4186,2016 Renault KWID 1.0 RXT Optional,300000,23.01 kmpl
4187,2017 Renault Duster 85PS Diesel RxS,819999,19.87 kmpl
4188,2010 Tata Indigo TDI,409999,19.61 kmpl
4189,2008 Hyundai Verna 1.6 Xi ABS,275000,13.9 kmpl
4190,2013 Maruti Ertiga VDI,497000,20.77 kmpl
4191,2015 Hyundai i20 Asta 1.2,500000,18.6 kmpl
4192,2006 Mahindra Bolero 2011-2019 Camper,170000,14.0 kmpl
4193,2016 Ford Ecosport 1.5 DV5 MT Trend,515000,22.7 kmpl
4194,2018 Ford EcoSport 1.5 TDCi Titanium BE BSIV,925000,22.77 kmpl
4195,2019 Mahindra Marazzo M8,1460000,17.3 kmpl
4196,2019 Isuzu MUX 2WD,2700000,13.8 kmpl
4197,2017 Tata Nexon 1.5 Revotorq XZ Plus,830000,21.5 kmpl
4198,2019 Ford EcoSport 1.5 Diesel Titanium BSIV,975000,23.0 kmpl
4199,2018 Ford Aspire Trend Plus,620000,20.4 kmpl
4200,2019 Nissan Kicks XL BSIV,860000,14.23 kmpl
4201,2018 Datsun GO T Option BSIV,430000,20.63 kmpl
4202,2019 Honda City i-VTEC CVT ZX,1227000,18.0 kmpl
4203,2017 Honda City i VTEC V,860000,17.8 kmpl
4204,2018 Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,23.0 kmpl
4205,2012 Ford Figo Diesel Titanium,225000,20.0 kmpl
4206,2011 Chevrolet Captiva LT,500000,11.5 kmpl
4207,2017 Ford Figo 1.5D Trend MT,500000,25.83 kmpl
4208,2019 MG Hector Smart DCT,1700000,13.96 kmpl
4209,2014 Maruti Ertiga VDI,545000,20.77 kmpl
4210,2011 Maruti Swift VDI,400000,22.9 kmpl
4211,2018 Maruti Swift Dzire LDI,650000,28.4 kmpl
4212,2008 Hyundai Verna 1.6 Xi ABS,114999,13.9 kmpl
4213,2015 Maruti Baleno Sigma 1.3,562000,27.39 kmpl
4214,2002 Tata Sumo SE,96000,14.07 kmpl
4215,2017 Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,13.6 kmpl
4216,2019 Lexus ES 300h,5150000,22.37 kmpl
4217,2017 Jaguar XF 2.0 Diesel Portfolio,3200000,19.33 kmpl
4218,2015 Tata Safari Storme EX,503000,14.1 kmpl
4219,2019 Volvo XC40 D4 Inscription BSIV,3800000,18.0 kmpl
4220,2016 Toyota Camry 2.5 Hybrid,2000000,19.16 kmpl
4221,2013 Maruti Wagon R LXI,225000,21.79 kmpl
4222,2018 Maruti Baleno Alpha 1.3,740000,27.39 kmpl
4223,2016 Honda Jazz VX,550000,18.2 kmpl
4224,2013 Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,12.99 kmpl
4225,2019 Maruti Swift AMT VVT VXI,650000,22.0 kmpl
4226,2017 Toyota Etios VX,625000,16.78 kmpl
4227,2018 Maruti Swift AMT ZXI,600000,22.0 kmpl
4228,2017 Hyundai Grand i10 1.2 CRDi Sportz,450000,24.0 kmpl
4229,2019 BMW X4 M Sport X xDrive20d,5400000,16.78 kmpl
4230,2019 BMW X4 M Sport X xDrive20d,5500000,16.78 kmpl
4231,2019 Honda Amaze V CVT Petrol BSIV,779000,19.0 kmpl
4232,2016 Skoda Rapid 1.6 MPI AT Elegance,645000,14.3 kmpl
4233,2018 Volvo V40 D3 R-Design,2475000,16.8 kmpl
4234,2017 Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,13.6 kmpl
4235,2019 Lexus ES 300h,5150000,22.37 kmpl
4236,2017 Jaguar XF 2.0 Diesel Portfolio,3200000,19.33 kmpl
4237,2015 Tata Safari Storme EX,503000,14.1 kmpl
4238,2019 Volvo XC40 D4 Inscription BSIV,3800000,18.0 kmpl
4239,2016 Toyota Camry 2.5 Hybrid,2000000,19.16 kmpl
4240,2013 Maruti Wagon R LXI,225000,21.79 kmpl
4241,2018 Maruti Baleno Alpha 1.3,740000,27.39 kmpl
4242,2016 Honda Jazz VX,550000,18.2 kmpl
4243,2013 Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,12.99 kmpl
4244,2019 Maruti Swift AMT VVT VXI,650000,22.0 kmpl
4245,2017 Toyota Etios VX,625000,16.78 kmpl
4246,2018 Maruti Swift AMT ZXI,600000,22.0 kmpl
4247,2017 Hyundai Grand i10 1.2 CRDi Sportz,450000,24.0 kmpl
4248,2019 BMW X4 M Sport X xDrive20d,5400000,16.78 kmpl
4249,2019 BMW X4 M Sport X xDrive20d,5500000,16.78 kmpl
4250,2019 Honda Amaze V CVT Petrol BSIV,779000,19.0 kmpl
4251,2016 Skoda Rapid 1.6 MPI AT Elegance,645000,14.3 kmpl
4252,2018 Volvo V40 D3 R-Design,2475000,16.8 kmpl
4253,1999 Mitsubishi Lancer 2.0 LXd,155000,14.8 kmpl
